;Waktu;Jalan;Lat;Long;JarakLampu;Tahun
Jumat, 17 Agustus 2018 Skj : 18.30 Wib;malam;ArteriPrimer;-7.598794444;112.1141056;777.967052;2018
Sabtu, 18 Agustus 2018 Sjk 16.00 Wib;siang;Lokal;-7.432652778;111.9699861;12132.86459;2018
Minggtu, 19 Agustus 2018 Skj : 09.30 Wib;siang;ArteriPrimer;-7.603777778;112.0411833;715.4496965;2018
Minggu. 19 Agustus 2018 Skj : 15.00 Wib;siang;Lokal;-7.611288889;111.9485889;1719.363687;2018
Senin, 20 Agustus 2018 Skj : 04.00 Wib;malam;ArteriPrimer;-7.602741667;111.9513583;833.8031921;2018
Senin, 20 Agustus 2018 Skj : 08.15 Wib;siang;KolektorPrimer;-7.631011111;112.0181861;223.957128;2018
Senin, 20 Agustus 2018 Skj : 14.00 Wib;siang;KolektorPrimer;-7.631011111;112.0181861;223.957128;2018
Senin, 20 Agustus 2018 Skj : 15.30 Wib;siang;ArteriPrimer;-7.603258333;111.9593;1711.689354;2018
Selasa, 21 Agustus 2018 Skj : 06.30 Wib;siang;KolektorSekunder;-7.668702778;111.8489333;842.6094668;2018
Selasa, 21 Agustus 2018 Skj : 10.00 Wib;siang;ArteriPrimer;-7.600647222;111.9223361;875.5496446;2018
Selasa, 21 Agustus 2018 Skj : 15.30 Wib;siang;ArteriPrimer;-7.600763889;112.1042056;70.41693316;2018
Selasa, 21 Agustus 2018 Skj : 23.00 Wib;malam;ArteriPrimer;-7.605483333;111.9989583;2.782730875;2018
Rabu, 22 Agustus 2018 Skj : 01.00 Wib;malam;Lokal;-7.5679;112.0681722;1311.738442;2018
Rabu, 22 Agustus 2018 Skj : 17.00 Wib;siang;ArteriPrimer;-7.603547222;112.0856917;1045.381475;2018
Rabu, 22 Agustus 2018 Skj : 18.30 Wib;malam;KolektorSekunder;-7.653416667;111.8656278;863.8371665;2018
Kamis 23 Agustus 2018 Skj : 04.30 Wib;malam;ArteriPrimer;-7.607911111;112.0055194;879.6742617;2018
Kamis, 23 Agustus 2018 Skj : 10.15 Wib;siang;Lokal;-7.561041667;112.1120278;865.2694512;2018
Kamis, 23 Agustus 2018 Skj : 09.00 Wib;siang;ArteriPrimer;-7.601969444;112.106975;384.0340902;2018
Jumat 24 Agustus 2018 Skj : 10.00 Wib;siang;Lokal;-7.682152778;112.0720778;1463.260215;2018
Sabtu, 25 Agustus 2018 Skj : 14.00 Wib;siang;KolektorSekunder;-7.639527778;111.8717778;541.0181335;2018
Minggu, 26 Agustus 2018 Skj : 10.30 Wib;siang;ArteriPrimer;-7.604322222;111.9746556;2693.521601;2018
Minggu, 26 Agustus 2018 Skj : 10.15 Wib;siang;ArteriPrimer;-7.604280556;111.9755139;2599.329767;2018
Senin, 27 Agustus 2018 Skj : 09.00 Wib;siang;KolektorPrimer;-7.657658333;111.9109361;329.245531;2018
Senin 27 Agustus 2018 Skj : 12.00 Wib;siang;Lokal;-7.655272222;111.9953611;2490.000669;2018
Selasa, 28 Agustus 2018 Skj : 10.30 Wib;siang;KolektorPrimer;-7.650622222;111.9024222;411.2532402;2018
"Selasa, 28 Agustus 2018 Skj ; 12.30 Wib";siang;KolektorPrimer;-7.526602778;111.9002;2138.381764;2018
Selasa, 28 Agustus 2018 Skj : 17.00 Wib;siang;ArteriPrimer;-7.604763889;111.9811611;1973.847371;2018
Rabu, 29 Agustus 2018 Skj :16.30 Wib;siang;ArteriPrimer;-7.599222222;111.9000139;84.26178684;2018
Rabu, 29 Agustus 2018 Skj : 17.30 Wib;siang;KolektorPrimer;-7.623169444;111.8972167;152.9332649;2018
Kamis, 30 Agustus 2018 Skj:03.00 Wib;malam;ArteriPrimer;-7.560038889;111.8113361;3223.17373;2018
Kamis, 30 Agustus 2018 Skj:02.30 Wib;malam;Lokal;-7.670288889;111.8959333;3825.444196;2018
Kamis, 30 Agustus 2018 Skj : 09.30 Wib;siang;KolektorPrimer;-7.509372222;111.905725;3802.42661;2018
Jumat, 31 Agustus 2018 Skj : 09.30 Wib;siang;KolektorPrimer;-7.720152778;112.0274778;368.0230644;2018
Jumat, 31 Agustus 2018 Skj : 12.30 Wib;siang;Lokal;-7.471616667;111.9610167;6715.622451;2018
Jumat, 31 Agustus 2018 Skj : 17.00 Wib;siang;KolektorPrimer;-7.508508333;111.9047694;3944.278593;2018
"Sabtu 01 September 2018 Skj ; 04.00 Wib";malam;Lokal;-7.629355556;112.075525;4915.721205;2018
"Sabtu, 01 September 2018 Skj ; 20.30 Wib";malam;KolektorPrimer;-7.481913889;111.8932139;7599.449316;2018
"Senin, 03 September 2018 Skj ; 11.30 Wib";siang;Lokal;-7.739175;112.0061056;2961.034104;2018
"Senin, 03 September 2018 Skj ; 17.00 WIB";siang;ArteriPrimer;-7.604075;111.9752472;2630.157061;2018
"Senin, 03 September 2018 Skj ; 19.00 Wib";malam;KolektorSekunder;-7.652266667;111.8659917;996.5050037;2018
"Selasa, 04 September 2018 Skj ; 05.30 Wib";malam;KolektorSekunder;-7.721433333;111.7760056;10226.02427;2018
"Selasa, 04 September 2018 Skj ; 13.00 Wib";siang;KolektorPrimer;-7.755491667;112.0162167;582.1466874;2018
"Rabu 05 September 2018 Skj ; 09.00 Wib";siang;KolektorPrimer;-7.608816667;112.0214889;529.4108714;2018
"Rabu 05 September 2018 Skj; 09.30 Wib";siang;ArteriPrimer;-7.583755556;111.8784861;0.991629547;2018
"Rabu 05 September 2018 Skj ; 13.00 Wib";siang;KolektorSekunder;-7.640502778;112.0021972;1523.187835;2018
"Kamis, 06 September 2018 Skj ; 04.00 Wib";malam;KolektorPrimer;-7.518602778;111.9078667;2431.613296;2018
"Kamis, 06 September 2018 Skj ; 08.00 Wib";siang;Lokal;-7.658122222;112.0029889;2037.259478;2018
"Jumat 07 September 2018 Skj ; 10.00 Wib";siang;KolektorPrimer;-7.698019444;111.9244944;1927.57142;2018
"Jumat, 07 September 2018 Skj ; 14.00 Wib";siang;ArteriPrimer;-7.564588889;111.8422083;121.8500098;2018
"Sabtu 08 September 2018 Skj ; 08.30 Wib";siang;ArteriPrimer;-7.601622222;112.0939472;93.58332869;2018
"Sabtu 08 September 2018 Skj ; 11.00 Wib";siang;KolektorPrimer;-7.578277778;111.91175;192.1037996;2018
Minggu, 09 September 2018 Skj  10.00 Wib;siang;KolektorSekunder;-7.625861111;112.0265778;35.03120497;2018
"Minggu 09 September 2018 Skj ; 19.00 Wib";malam;Lokal;-7.574513889;111.9934694;4128.639976;2018
"Senin 10 September 2018  Skj ; 07.00 Wib";siang;KolektorPrimer;-7.650075;111.9005444;195.8766696;2018
"Senin, 10 September 2018 Skj ; 13.00 Wib";siang;KolektorPrimer;-7.722825;112.0229639;1455.640505;2018
"Senin, 10 September 2018 Skj ; 12.00 Wib";siang;ArteriPrimer;-7.602808333;111.9528861;1002.507835;2018
"Senin, 10 September 2018 Skj ; 14.00 Wib";siang;KolektorSekunder;-7.658441667;111.8627583;252.4035874;2018
"Selasa 11 September 2018 Skj ; 19.30 Wib";malam;ArteriPrimer;-7.559108333;111.8024083;4228.272957;2018
"Rabu 12 September 2018 Skj ; 08.15 Wib";siang;ArteriPrimer;-7.605655556;112.0596083;1111.496444;2018
"Kamis, 13 September 2018 Skj ; 00.30 Wib";malam;Lokal;-7.650313889;111.9328611;626.1117814;2018
"Kamis, 13 September 2018 Skj ; 22.00 Wib";malam;ArteriPrimer;-7.595538889;111.8958917;122.350553;2018
Kamis, 13 September 2018 Skj : 17.00 Wib;siang;KolektorSekunder;-7.535625;112.000875;688.2539783;2018
"Kamis 13 September 2018 Skj ; 21.00 Wib";malam;KolektorPrimer;-7.655477778;111.9324333;53.14871763;2018
"Jumat 14 September 2018 Skj ; 04.00 Wib";malam;ArteriPrimer;-7.571880556;111.8593278;810.1499745;2018
"Jumat 14 September 2018 Skj ; 11.00 Wib";siang;KolektorSekunder;-7.692002778;112.0406;929.8971674;2018
"Senin, 17 September 2018 Skj ; 01.00 Wib";malam;ArteriPrimer;-7.605780556;111.9958778;344.662946;2018
"Senin, 17 September 2018 Skj ; 16.15 Wib";siang;ArteriPrimer;-7.604788889;112.0560278;1023.749351;2018
"Selasa, 18 September 2018 Skj ; 08.30 Wib";siang;ArteriPrimer;-7.602652778;112.0413111;3.163209131;2018
"Rabu 19 September 2018 Skj ; 04.00 Wib";malam;Lokal;-7.661744444;111.8857194;1725.832565;2018
"Rabu 19 September 2018 Skj ; 03.30 Wib";malam;ArteriPrimer;-7.577669444;111.8688056;541.7382251;2018
"Rabu 19 September 2018 Skj ; 15.00  Wib";siang;KolektorSekunder;-7.656594444;111.9474417;954.7142356;2018
"Rabu 19 September 2018 Skj ; 17.30 Wib";siang;ArteriPrimer;-7.603494444;111.9620611;2018.290934;2018
"Kamis, 20 September 2018 Skj ; 20.30 Wib";malam;ArteriPrimer;-7.583725;111.8785139;4.255840117;2018
"Jumat 21 September 2018 Skj ; 02.00 Wib";malam;Lokal;-7.686219444;112.0004222;582.5276928;2018
"Jumat 21 September 2018 Skj ;11.00  Wib";siang;ArteriPrimer;-7.606102778;112.0635806;1401.827482;2018
Jumat 21 September 2018 Jam. 18.30 Wib;malam;ArteriPrimer;-7.561186111;111.81905;2358.468148;2018
"Sabtu 22 September 2018 Skj ; 20.00 Wib";malam;KolektorPrimer;-7.635325;112.0167778;154.7332571;2018
Minggu 23 September 2018 Jam. 00.30 Wib;malam;ArteriPrimer;-7.570547222;111.8522611;425.5900193;2018
Minggu 23 September 2018 Jam. 04.00 Wib;malam;ArteriPrimer;-7.605991667;112.0621833;1269.247913;2018
Minggu 23 September 2018 Jam.18.00 Wib;malam;ArteriPrimer;-7.567702778;111.8472639;211.9306606;2018
"Minggu 23 September 2018 Skj ; 18.15 Wib";malam;ArteriPrimer;-7.601761111;112.1022778;189.9924639;2018
"Senin 24 September 2018 Skj ; 08.30 Wib";siang;ArteriPrimer;-7.602138889;111.9479694;485.647977;2018
"Selasa, 25 September 2018 Skj ;14.00 Wib";siang;KolektorPrimer;-7.526675;111.9006417;2088.99652;2018
Rabu 26 September 2018 Skj :01.30 Wib;malam;ArteriPrimer;-7.605016667;112.0035583;511.7746836;2018
"Kamis, 27 September 2018 Skj ; 08.30 Wib";siang;ArteriPrimer;-7.561247222;111.8189389;2370.385879;2018
"Kamis, 27 September 2018 Skj ; 19.30 Wib";malam;ArteriPrimer;-7.60615;112.0638167;1428.380654;2018
Jumat, 28 September 2018 Skj : 16.00 Wib;siang;KolektorSekunder;-7.651444444;111.8845611;1114.618884;2018
Jumat, 28 September 2018 Skj : 22.15 Wib;malam;ArteriPrimer;-7.600730556;112.0950028;40.40720244;2018
Sabtu, 29 September 2018 Skj : 19.00 Wib;malam;KolektorSekunder;-7.535997222;112.0110556;476.0786052;2018
Minggu, 30 September 2018 Skj : 10.30 Wib;siang;KolektorPrimer;-7.649336111;111.8992806;1.402269933;2018
Minggu, 30 September 2018 Skj : 16.30 Wib;siang;ArteriPrimer;-7.576991667;111.8678028;407.5788213;2018
Minggu, 30 September 2018 Skj : 17.00 Wib;siang;KolektorSekunder;-7.655688889;111.9342667;222.1704502;2018
Kamis 01 Nopember 2018 Skj : 08.30 Wib;siang;Lokal;-7.629355556;112.075525;4915.721205;2018
Kamis 01 Nopember 2018 Skj : 13.30 Wib;siang;KolektorPrimer;-7.481913889;111.8932139;7599.449316;2018
Sabtu 03 Nopember 2018 Skj :07.00 Wib;siang;Lokal;-7.739175;112.0061056;2961.034104;2018
Sabtu 03 Nopember 2018 Skj :10.00 Wib;siang;ArteriPrimer;-7.604075;111.9752472;2630.157061;2018
Minggu 04 Nopember 2018 Skj :23.30 Wib;malam;KolektorSekunder;-7.652266667;111.8659917;996.5050037;2018
Minggu 04 Nopember 2018 Skj : 16.00 Wib;siang;KolektorSekunder;-7.721433333;111.7760056;10226.02427;2018
Senin 05 Nopember 2018 Skj : 05.00 Wib;malam;KolektorPrimer;-7.755491667;112.0162167;582.1466874;2018
Selasa 06 Nopember 2018 Skj : 06.00 Wib;siang;KolektorPrimer;-7.608816667;112.0214889;529.4108714;2018
Selasa, 06 Nopember 2018 Skj : 04.30 Wib;malam;ArteriPrimer;-7.583755556;111.8784861;0.991629547;2018
Selasa 06 Nopember 2018 Skj : 16.00 Wib;siang;KolektorSekunder;-7.640502778;112.0021972;1523.187835;2018
Selasa 06 Nopember 2018 Skj :19.30 Wib;malam;KolektorPrimer;-7.518602778;111.9078667;2431.613296;2018
Selasa 06 Nopember 2018 Skj :20.30 Wib;malam;Lokal;-7.658122222;112.0029889;2037.259478;2018
Selasa 06 Nopember 2018 Skj :20.30 Wib;malam;KolektorPrimer;-7.698019444;111.9244944;1927.57142;2018
Rabu 07 Nopember 2018 Skj :11.00 Wib;siang;ArteriPrimer;-7.564588889;111.8422083;121.8500098;2018
Rabu 07 Nopember 2018 Skj :17.00 Wib;siang;ArteriPrimer;-7.601622222;112.0939472;93.58332869;2018
Kamis 08 Nopember 2018 Skj : 07.00 Wib;siang;KolektorPrimer;-7.578277778;111.91175;192.1037996;2018
Kamis, 08 Nopember 2018 Skj : 07.15 Wib;siang;KolektorSekunder;-7.625861111;112.0265778;35.03120497;2018
Kamis 08 Nopember 2018 Skj : 16.00 Wib;siang;Lokal;-7.574513889;111.9934694;4128.639976;2018
Jumat 09 Nopember 2018 Skj : 17.45 Wib;siang;KolektorPrimer;-7.650075;111.9005444;195.8766696;2018
Jumat 09 Nopember 2018 Skj : 17.45 Wib;siang;KolektorPrimer;-7.722825;112.0229639;1455.640505;2018
Sabtu 10 Nopember 2018 Skj :00.15 Wib;malam;ArteriPrimer;-7.602808333;111.9528861;1002.507835;2018
Sabtu 10 Nopember 2018 Skj 04.30 Wib;malam;KolektorSekunder;-7.658441667;111.8627583;252.4035874;2018
Sabtu 10 Nopember 2018 Skj 10.00 Wib;siang;ArteriPrimer;-7.559108333;111.8024083;4228.272957;2018
Sabtu 10 Nopember 2018 Skj 04.30 Wib;malam;ArteriPrimer;-7.605655556;112.0596083;1111.496444;2018
Sabtu 10 Nopember 2018 Skj 04.30 Wib;malam;Lokal;-7.650313889;111.9328611;626.1117814;2018
Minggu 11 Nopember 2018 Skj : 13.30 Wib;siang;ArteriPrimer;-7.595538889;111.8958917;122.350553;2018
Selasa 13 Nopember 2018 Skj : 05.30 Wib;malam;KolektorSekunder;-7.535625;112.000875;688.2539783;2018
Selasa 13 Nopember 2018 Skj : 19.30 Wib;malam;KolektorSekunder;-7.655477778;111.9324333;53.14871763;2018
Selasa, 13 Nopember 2018 Skj : 22.30 Wib;malam;ArteriPrimer;-7.571880556;111.8593278;810.1499745;2018
Selasa, 13 Nopember 2018 Skj : 20.45 Wib;malam;KolektorSekunder;-7.692002778;112.0406;929.8971674;2018
Rabu 14 Nopember 2018 Skj : 16.30 Wib;siang;ArteriPrimer;-7.605780556;111.9958778;344.662946;2018
Kamis, 15 Nopember 2018 Skj : 11.00 Wib;siang;ArteriPrimer;-7.604788889;112.0560278;1023.749351;2018
Jumat 16 Nopember 2018 Skj : 04.30 Wib;malam;ArteriPrimer;-7.602652778;112.0413111;3.163209131;2018
Jumat, 16 Nopember 2018 Skj : 06.15 Wib;siang;Lokal;-7.661744444;111.8857194;1725.832565;2018
Jumat 16 Nopember 2018 Skj :10.00 Wib;siang;ArteriPrimer;-7.577669444;111.8688056;541.7382251;2018
Jumat, 16 Nopember 2018 Skj :13.00 Wib;siang;KolektorSekunder;-7.656594444;111.9474417;954.7142356;2018
Sabtu 17 Nopember 2018 Skj : 10.00 Wib;siang;ArteriPrimer;-7.603494444;111.9620611;2018.290934;2018
Minggu 18 Nopember 2018 Skj : 22.30 Wib;malam;ArteriPrimer;-7.583725;111.8785139;4.255840117;2018
Senin 19 Nopember 2018 Skj : 17.00 Wib;siang;Lokal;-7.686219444;112.0004222;582.5276928;2018
Selasa 20 Nopember 2018 Skj : 22.30 Wib;malam;ArteriPrimer;-7.606102778;112.0635806;1401.827482;2018
Rabu, 21 Nopember 2018 Skj : 09.00 Wib;siang;ArteriPrimer;-7.561186111;111.81905;2358.468148;2018
Rabu, 21 Nopember 2018 Skj :17.30  Wib;siang;KolektorPrimer;-7.635325;112.0167778;154.7332571;2018
Kamis, 22 Nopember 2018 Skj : 09.15 Wib;siang;ArteriPrimer;-7.570547222;111.8522611;425.5900193;2018
Kamis, 22 Nopember 2018 Skj : 21.30 Wib;malam;ArteriPrimer;-7.605991667;112.0621833;1269.247913;2018
Jumat 23 Nopember 2018 Skj : 09.15 Wib;siang;ArteriPrimer;-7.567702778;111.8472639;211.9306606;2018
Jumat 23 Nopember 2018 Skj : 09.15 Wib;siang;ArteriPrimer;-7.601761111;112.1022778;189.9924639;2018
Jumat 23 Nopember 2018 Skj : 14.00 Wib;siang;ArteriPrimer;-7.602138889;111.9479694;485.647977;2018
Sabtu 24 Nopember 2018 Skj : 14.15 Wib;siang;KolektorPrimer;-7.526675;111.9006417;2088.99652;2018
Minggu, 25 Nopember 2018 Skj : 14.00 Wib;siang;ArteriPrimer;-7.605016667;112.0035583;511.7746836;2018
Minggu, 25 Nopember 2018 Skj : 11.00  Wib;siang;ArteriPrimer;-7.561247222;111.8189389;2370.385879;2018
Senin, 26 Nopember 2018 Skj : 16.00 Wib;siang;ArteriPrimer;-7.60615;112.0638167;1428.380654;2018
Senin, 26 Nopember 2018 Skj : 19.00 Wib;malam;KolektorSekunder;-7.651444444;111.8845611;1114.618884;2018
Selasa, 27 Nopember 2018 Skj : 02.00 Wib;malam;ArteriPrimer;-7.600730556;112.0950028;40.40720244;2018
Selasa, 27 Nopember 2018 Skj : 10.00 Wib;siang;KolektorSekunder;-7.535997222;112.0110556;476.0786052;2018
Selasa, 27 Nopember 2018 Skj : 09.30 Wib;siang;KolektorPrimer;-7.649336111;111.8992806;1.402269933;2018
Selasa 27 Nopemeber 2018 Skj : 22.00 Wib;malam;ArteriPrimer;-7.576991667;111.8678028;407.5788213;2018
kamis, 29 Nopember 2018 Skj : 08.00 Wib;siang;KolektorSekunder;-7.655688889;111.9342667;222.1704502;2018
Jumat 30 Nopember 2018 Skj : 07.30 Wib;siang;ArteriPrimer;-7.559108333;111.8024083;4228.272957;2018
Jumat 30 Nopember 2018 Skj : 15.00 Wib;siang;ArteriPrimer;-7.567702778;111.8472639;211.9306606;2018
Jumat, 30 Nopember 2018 Skj : 18.00 Wib;malam;ArteriPrimer;-7.571880556;111.8593278;810.1499745;2018
Jumat 30 Nopember 2018 Skj : 22.30 Wib;malam;KolektorPrimer;-7.635325;112.0167778;154.7332571;2018
"Sabtu 01 Desember 2018 Skj  ; 06.30 Wib";siang;Lokal;-7.760163889;111.8354361;15838.43841;2018
"Sabtu 01 Desember 2018 Skj  ; 18.30 Wib";malam;KolektorPrimer;-7.649308333;111.9031667;440.0348527;2018
"Minggu, 02 Desember 2018 Skj ; 10.15 Wib";siang;Lokal;-7.681041667;112.0563694;601.5545172;2018
"Senin, 03 Desember 2018 Skj ; 05.30 Wib";malam;KolektorSekunder;-7.616030556;111.8863722;0.73933063;2018
"Senin, 03 Desember 2018 Skj ; 05.30 Wib";malam;KolektorPrimer;-7.652952778;112.0127833;1078.756048;2018
"Senin, 03 Desember 2018 Skj ; 19.30 Wib";malam;KolektorPrimer;-7.640405556;112.0182917;442.056622;2018
"Senin, 03 Desember 2018 Skj ; 22.30 Wib";malam;KolektorPrimer;-7.650447222;111.9023472;396.9831908;2018
Selasa, 04 Desember 2018 Skj : 11.00 Wib;siang;Lokal;-7.550502778;111.8294139;2045.857667;2018
Selasa, 04 Desember 2018 Skj :21.30 Wib;malam;KolektorPrimer;-7.557988889;111.8785806;2837.768349;2018
"Jumat 07 Desember 2018 Skj ; 07.45 Wib";siang;Lokal;-7.557966667;111.8695833;2901.35259;2018
"Jumat, 07 Desember 2018 Skj ; 13.00 Wib";siang;ArteriPrimer;-7.603483333;111.9619722;2008.419355;2018
"Sabtu 08 Desember 2018 Skj ; 13.30 Wib";siang;ArteriPrimer;-7.602552778;112.0886611;697.0695348;2018
"Sabtu, 08 Desember 2018 Skj ; 21.00 Wib";malam;ArteriPrimer;-7.600880556;112.1004389;396.5244693;2018
"Minggu, 09 Desember 2018 Skj ; 03.00 Wib";malam;KolektorPrimer;-7.566352778;111.8801194;1935.405786;2018
"Minggu, 09 Desember 2018 Skj ; 06.00 Wib";siang;KolektorSekunder;-7.53605;112.0083;171.9198857;2018
"Minggu, 09 Desember 2018 Skj ; 09.30 Wib";siang;KolektorSekunder;-7.651552778;111.8882222;788.719488;2018
"Senin, 10  Desember 2018 Skj ; 09.00 Wib";siang;Lokal;-7.680166667;111.8913972;3767.296392;2018
"Senin, 10 Desember 2018 Skj ; 09.00 Wib";siang;KolektorPrimer;-7.653613889;112.0123333;1072.044084;2018
"Senin, 10  Desember 2018 Skj ; 20.45 Wib";malam;KolektorPrimer;-7.735461111;112.019775;2007.488825;2018
Selasa, 11 Desember 2018 Skj : 20.30 Wib;malam;Lokal;-7.533102778;112.1067167;3078.885156;2018
"Rabu, 12 Desember 2018 Skj ; 23.00 Wib";malam;KolektorPrimer;-7.686775;111.92695;584.0879685;2018
"Jumat 14 Desember 2018 Skj ; 13.00 Wib";siang;KolektorPrimer;-7.581744444;111.8943667;1160.659642;2018
"Jumat, 14 Desember 2018 Skj ; 14.00 Wib";siang;Lokal;-7.595941667;111.915775;608.612752;2018
"Jumat, 14 Desember 2018 Skj ;21.00 Wib";malam;KolektorPrimer;-7.633583333;111.8953528;56.23707764;2018
"Sabtu 15 Desember 2018 Skj ; 10.00 Wib";siang;KolektorPrimer;-7.662797222;112.0130056;459.616769;2018
"Sabtu, 15 Desember 2018 Skj ; 10.00 Wib";siang;KolektorPrimer;-7.648747222;112.0138111;1030.486975;2018
"Sabtu , 15 Desember 2018 Skj ; 19.00 Wib";malam;KolektorPrimer;-7.573991667;111.8659833;743.034557;2018
"Minggu, 16 Desember 2018 Skj ; 11.00 Wib";siang;ArteriPrimer;-7.576891667;111.8675528;378.8485544;2018
"Senin, 17 Desember 2018 Skj ; 07.15 Wib";siang;KolektorPrimer;-7.649647222;112.0137667;1128.693395;2018
"Selasa, 18 Desember 2018 Skj ; 09.15 Wib";siang;KolektorSekunder;-7.5344;112.069025;679.2771667;2018
"Selasa, 18 Desember 2018 Skj ; 09.00 Wib";siang;ArteriPrimer;-7.601194444;112.10045;394.9462322;2018
"Selasa, 18 Desember 2018 Skj ; 14.00 Wib";siang;ArteriPrimer;-7.602541667;111.9508861;781.0371577;2018
"Selasa, 18 Desember 2018 Skj ; 14.30 Wib";siang;KolektorPrimer;-7.66465;112.0130333;301.12399;2018
"Rabu 19 Desember 2018 Skj ; 16.00 Wib";siang;ArteriPrimer;-7.601002778;112.1027;146.8418544;2018
"Rabu 19 Desember 2018 Skj ; 21.00 Wib";malam;Lokal;-7.5823;112.0752389;1725.844436;2018
"Kamis, 20 Desember 2018 Skj ; 13.30 Wib";siang;ArteriPrimer;-7.605591667;111.9947083;473.6451918;2018
"Jumat 21 Desember 2018 Skj ; 20.30 Wib";malam;ArteriPrimer;-7.600866667;112.0991083;338.8506454;2018
"Sabtu, 22 Desember 2018 Skj ; 09.30 Wib";siang;KolektorPrimer;-7.574255556;111.8807167;1197.983469;2018
"Minggu, 23 Desember 2018 Skj ; 07.15 Wib";siang;ArteriPrimer;-7.560688889;111.8144917;2866.568274;2018
"Minggu, 23 Desember 2018 Skj ; 01.00 Wib";malam;KolektorSekunder;-7.683097222;111.8454861;1710.416726;2018
"Senin, 24 Desember 2018 Skj ; 01.00 Wib";malam;Lokal;-7.574461111;112.1097861;1829.077588;2018
"Senin, 24 Desember 2018 Skj ; 08.15 Wib";siang;ArteriPrimer;-7.562366667;111.828025;1359.399087;2018
"Senin, 24 Desember 2018 Skj ; 06.30 Wib";siang;ArteriPrimer;-7.606172222;112.0484917;127.1751117;2018
"Selasa, 25 Desember 2018 Skj ; 06.00 Wib";siang;KolektorSekunder;-7.5978;111.8774472;13.95265675;2018
"Selasa, 25 Desember 2018 Skj ; 09.30 Wib";siang;Lokal;-7.75135;111.8622139;11791.87304;2018
"Selasa, 25 Desember 2018 Skj ; 11.00 Wib";siang;KolektorPrimer;-7.753680556;112.016725;790.4343343;2018
"Selasa, 25 Desember 2018 Skj ; 19.50 Wib";malam;KolektorSekunder;-7.691936111;112.0394722;1046.702062;2018
Rabu, 26 Desember 2018 Skj : 11.30 Wib;siang;Lokal;-7.600933333;111.8857583;361.9854975;2018
Rabu, 26 Desember 2018 Skj : 19.45 Wib;malam;ArteriPrimer;-7.592252778;111.8916278;82.92587157;2018
Kamis, 27 Desember 2018 Skj : 21.00 Wib;malam;ArteriPrimer;-7.602030556;112.0328139;1182.020721;2018
Jumat 28 Desember 2018 Skj : 04.30 Wib;malam;Lokal;-7.540791667;112.1135778;1883.157664;2018
Jumat 28 Desember 2018 Skj :13.45 Wib;siang;ArteriPrimer;-7.60165;111.9045944;254.750651;2018
Sabtu, 29 Desember 2018 Skj : 00.15 Wib;malam;Lokal;-7.598088889;112.0200667;1115.996274;2018
Sabtu, 29 Desember 2018 Skj : 00.05 Wib;malam;KolektorSekunder;-7.652083333;111.8835889;1243.017116;2018
"Sabtu, 29 Desember 2018 Skj ; 08.30 Wib";siang;Lokal;-7.687116667;112.0328111;1914.228128;2018
Sabtu, 29 Desember 2018 Skj : 19.30 Wib;malam;ArteriPrimer;-7.604616667;112.0821139;1476.032528;2018
Sabtu, 29 Desember 2018 Skj : 20.00 Wib;malam;KolektorPrimer;-7.650819444;111.903325;512.1846313;2018
Minggu, 30 Desember 2018 Skj : 03.00 Wib;malam;Lokal;-7.671305556;111.8939917;3073.333539;2018
Minggu, 30 Desember 2018 Skj : 09.00 Wib;siang;KolektorSekunder;-7.667072222;111.8514528;1174.772568;2018
Senin, 31 Desember 2018 Skj : 13.30 Wib;siang;ArteriPrimer;-7.601358333;111.9314389;7.863469411;2018
Senin, 31 Desember 2018 Skj : 15.20 Wib;siang;Lokal;-7.561308333;112.0465194;2964.036649;2018
"Senin, 31 Desember 2018 Skj ; 17.00 Wib";siang;KolektorSekunder;-7.715088889;111.7841194;8947.206851;2018
Selasa, 01 Januari 2019 Skj : 00.15 Wib;malam;KolektorPrimer;-7.720369444;112.0243667;64.81448604;2019
Selasa, 01 Januari 2019 Skj : 09.45 Wib;siang;KolektorSekunder;-7.694769444;112.0701556;334.3806781;2019
Selasa, 01 Januari 2019 Skj : 09.00 Wib;siang;ArteriPrimer;-7.602580556;112.090425;506.9862224;2019
Rabu, 02 Januari 2019 Skj : 14.00 Wib;siang;KolektorPrimer;-7.650847222;111.9032917;509.786536;2019
Jumat, 04 Januari 2019 Skj :10.00 Wib;siang;ArteriPrimer;-7.603375;111.9606694;1860.839938;2019
"Sabtu, 05 Januari 2019 Skj ; 16.00 Wib";siang;ArteriPrimer;-7.592005556;111.8913556;42.90040725;2019
"Minggu, 06 Januari 2019 Skj ; 07.00 Wib";siang;ArteriPrimer;-7.6064;112.0509139;148.6342369;2019
"Minggu, 06 Januari 2019 Skj ;08.00 Wib";siang;KolektorPrimer;-7.725227778;112.02275;1754.656536;2019
"Minggu, 06 Januari 2019 Skj ; 14.00 Wib";siang;KolektorPrimer;-7.642183333;112.0153194;285.7980453;2019
"Senin, 07 Januari 2019 Skj ; 12.40 Wib";siang;KolektorPrimer;-7.502088889;111.8978806;5140.670498;2019
Selasa, 08 Januari 2019 Skj : 19.30 Wib;malam;KolektorPrimer;-7.604883333;111.8964944;473.1922114;2019
"Rabu, 09 Januari 2019 Skj ; 06.30 Wib";siang;ArteriPrimer;-7.570733333;111.8535528;571.6253516;2019
