;Waktu;Jalan;Lat;Long;JarakLampu;Tahun
Jumat 17 Mei 2019 Skj : 21.00 Wib;malam;KolektorSekunder;-7.690024226;112.0247515;854.1489415;2019
Jumat, 17 Mei 2019 Skj :17.00 Wib;siang;Lokal;-7.521234306;111.8723162;6174.197075;2019
Sabtu, 18 Mei 2019 Skj : 07.00 Wib;siang;KolektorSekunder;-7.694772872;112.0700996;328.2405072;2019
Sabtu, 18 Mei 2019 Skj : 19.30 Wib ;malam;ArteriPrimer;-7.601147478;112.0958096;29.52014097;2019
Sabtu, 18 Mei 2019 Skj : 20.00 Wib;malam;KolektorPrimer;-7.656150214;111.9313205;141.3756804;2019
Minggu, 19 Mei 2019 Skj : 05.30 Wib;malam;KolektorPrimer;-7.574296701;111.8812205;1253.716206;2019
Minggu 19 Mei 2019 Skj : 14.00 Wib;siang;Lokal;-7.591883015;112.0678573;1660.393305;2019
Senin, 20 Mei 2019 Skj : 19.30 Wib;malam;KolektorSekunder;-7.685941386;111.8077715;5032.683157;2019
selasa, 21 Mei 2019 Skj : 08.00 Wib;siang;KolektorSekunder;-7.65647652;111.9413821;1031.042855;2019
selasa, 21 Mei 2019 Skj : 08.30 Wib;siang;KolektorPrimer;-7.640383223;112.0157768;80.40223776;2019
Selasa, 21 Mei 2019 Skj : 11.30 Wib;siang;KolektorPrimer;-7.524497714;111.8869772;3616.205881;2019
Selasa, 21 Mei 2019 Skj : 18.00 Wib;malam;Lokal;-7.590121291;112.0631849;1855.376436;2019
Selasa, 21 Mei 2019 Skj : 14.00 Wib;siang;KolektorPrimer;-7.646349288;111.8927858;173.7129068;2019
Selasa, 21 Mei 2019 Skj : 20.00 Wib;malam;KolektorSekunder;-7.591103683;111.9046221;25.49756862;2019
Selasa, 21 Mei 2019 Skj : 22.30 Wib;malam;KolektorPrimer;-7.61071183;111.8993529;13.89490478;2019
Rabu, 22 Mei 2019 Skj : 13.00 Wib;siang;Lokal;-7.592404119;112.0422798;1367.120407;2019
Rabu, 22 Mei 2019 Skj : 14.00 Wib;siang;KolektorPrimer;-7.610246831;111.8995357;68.29622412;2019
Rabu, 22 Mei 2019 Skj : 14.00 Wib;siang;KolektorPrimer;-7.703438707;112.021155;1515.404666;2019
Rabu 22 Mei 2019 Skj : 19.30 Wib;malam;KolektorPrimer;-7.454339997;111.8950396;10100.66366;2019
Selasa, 21 Mei 2019 Skj : 07.00 Wib;siang;Lokal;-7.612443559;112.083803;2223.983122;2019
Kamis, 23 Mei 2019 Skj : 22.30 Wib;malam;KolektorSekunder;-7.598363541;111.8781098;86.4299759;2019
Jumat 24 Mei 2019 Skj : 03.15 Wib;malam;Lokal;-7.545059478;111.8624028;3787.584025;2019
Jumat, 24 Mei 2019 Skj : 13.00 Wib;siang;ArteriPrimer;-7.604887891;112.0678573;812.9099603;2019
jumat, 24 Mei 2019 Skj : 21.00 Wib;malam;KolektorPrimer;-7.674709384;112.0155696;743.188864;2019
Sabtu 25 Mei 2019 Skj : 08.30 Wib;siang;KolektorSekunder;-7.643779951;111.8698962;27.15404057;2019
Sabtu 25 Mei 2019 Skj : 19.00 Wib;malam;Lokal;-7.554305345;112.0793042;2282.935288;2019
Minggu, 26 Mei 2019 Skj : 18.30 Wib;malam;KolektorPrimer;-7.673605573;112.0153514;618.7117764;2019
Senin, 27 Mei 2019 Skj : 22.00 Wib;malam;ArteriPrimer;-7.602509348;112.0913272;401.7120723;2019
Selasa, 28 Mei 2019 Skj : 13.00 Wib;siang;ArteriPrimer;-7.602174377;111.9436224;31.8128917;2019
Selasa, 28 Mei 2019 Skj : 12.00 Wib;siang;Lokal;-7.573286685;112.1023897;2046.995672;2019
Rabu, 29 Mei 2019 Skj : 11.00 Wib;siang;KolektorPrimer;-7.62475391;111.8971608;326.162945;2019
Rabu, 29 Mei 2019 Skj : 22.45 Wib;malam;ArteriPrimer;-7.604786809;111.9812454;1964.417287;2019
Kamis, 30 Mei 2019 Skj : 10.30 Wib;siang;Lokal;-7.591677298;111.9511862;1669.136338;2019
Kamis, 30 Mei 2019 Skj : 20.00 Wib;malam;ArteriPrimer;-7.600749347;111.9229758;928.2960214;2019
Jumat, 31 Mei 2019 Skj : 14.00 Wib;siang;KolektorPrimer;-7.581132769;111.9194379;277.4205388;2019
Jumat, 31 Mei 2019 Skj : 21.30 Wib;malam;ArteriPrimer;-7.604440858;112.045147;104.5746173;2019
Sabtu 01 Juni 2019 Skj :  14.15 Wib;siang;KolektorPrimer;-7.560715305;111.8816758;2575.386738;2019
Sabtu, 01 Juni 2019 Skj : 09.00 Wib;siang;Lokal;-7.648748783;112.0913796;5879.562285;2019
Minggu, 02 Juni 2019 Skj : 09.10 Wib;siang;ArteriPrimer;-7.599126275;111.8998893;96.0124149;2019
Minggu 02 Juni 2019 Skj : 10.30 Wib;siang;KolektorPrimer;-7.689491944;112.0184383;56.22818483;2019
Minggu, 02 Juni 2019 Skj : 18.30 Wib;malam;Lokal;-7.672649952;112.0227301;1535.274299;2019
Senin, 03 Juni 2019 Skj : 09.00 Wib;siang;KolektorSekunder;-7.625900366;112.0221303;264.5284952;2019
Senin, 03 Juni 2019 Skj : 14.00 Wib;siang;ArteriPrimer;-7.592435026;111.8919443;87.32963323;2019
Senin, 03 Juni 2019 Skj 17.30 Wib;siang;ArteriPrimer;-7.602005221;111.9314231;76.92216526;2019
Selasa, 04 Juni 2019 Skj : 10.00 Wib;siang;KolektorSekunder;-7.642860892;111.9862994;3421.793739;2019
Selasa, 04 Juni 2019 Skj : 12.15 Wib;siang;Lokal;-7.609721175;111.9725665;3555.139615;2019
Selasa, 04 Juni 2019 Skj : 18.00 Wib;malam;KolektorPrimer;-7.664165573;112.0110186;627.6298651;2019
Selasa, 04 Juni 2019 Skj : 17.00 Wib;siang;ArteriPrimer;-7.602915138;112.0810565;1790.969404;2019
Rabu, 05 Juni 2019 Skj : 01.00 Wib;malam;ArteriPrimer;-7.570244661;111.8544634;707.9391653;2019
Rabu 05 Juni 2019 Skj : 16.30 Wib;siang;ArteriPrimer;-7.604008498;111.9694598;2839.546211;2019
Rabu 05 Juni 2019 Skj : 19.00 Wib;malam;ArteriPrimer;-7.575263176;111.8650075;637.4769112;2019
Kamis, 06 Juni 2019 Skj : 05.00 Wib;malam;ArteriPrimer;-7.604451491;111.9759149;2554.003085;2019
Kamis, 06 Juni 2019 Skj : 09.00 Wib;siang;ArteriPrimer;-7.603287203;111.959102;1690.122673;2019
Kamis, 06 Juni 2019 Skj : 21.00 Wib;malam;KolektorSekunder;-7.536027247;112.0077516;111.4123968;2019
Kamis, 06 Juni 2019 Skj : 18.15 Wib;malam;ArteriPrimer;-7.604842347;112.0811161;1589.006003;2019
Jumat, 07 Juni 2019 Skj : 05.00 Wib;malam;KolektorPrimer;-7.566792487;111.91336;1475.633708;2019
Jumat, 07 Juni 2019 Skj: 09.30 Wib;siang;ArteriPrimer;-7.560076654;111.8077715;3611.161798;2019
Jumat, 07 Juni 2019 Skj : 11.15 Wib;siang;Lokal;-7.609721175;111.9862994;3280.969132;2019
Jumat, 07 Juni 2019 Skj : 20.00 Wib;malam;KolektorSekunder;-7.676414605;111.8489703;900.8406754;2019
Sabtu, 08 Juni 2019 Skj : 10.30 Wib;siang;KolektorSekunder;-7.676414605;111.8489703;900.8406754;2019
Sabtu, 08 Juni 2019 Skj : 12.00 Wib;siang;KolektorPrimer;-7.638293386;112.016255;156.7805485;2019
Sabtu, 08 Juni 2019 Skj : 17.30 Wib;siang;KolektorSekunder;-7.769009867;111.7618561;17207.29679;2019
Minggu, 09 Juni 2019 Skj : 06.00 Wib;siang;Lokal;-7.70227218;111.8868454;6321.644746;2019
Senin, 09 Juni 2019 Skj : 14.00 Wib;siang;ArteriPrimer;-7.599108993;112.0906695;785.062033;2019
Sabtu, 09 Juni 2019 Skj : 23.30 Wib;malam;ArteriPrimer;-7.560885474;111.8134364;2977.70021;2019
Senin, 10 Juni 2019 Skj : 14.00 Wib;siang;ArteriPrimer;-7.561881227;111.8238842;1819.738771;2019
senin, 10 Juni 2019 Skj : 14.00 Wib;siang;KolektorPrimer;-7.717831077;112.0239105;220.5221421;2019
Selasa, 11 Juni 2019 Skj :09.00 Wib;siang;Lokal;-7.617106666;111.9308886;2.800525241;2019
Rabu 12 Juni 2019 Skj : 18.30 Wib;malam;KolektorSekunder;-7.540294548;112.0535906;2819.975532;2019
Rabu 12 Juni 2019 Skj : 16.00 Wib;siang;KolektorPrimer;-7.699550702;111.926741;2307.364014;2019
Kamis, 13 Juni 2019 Skj : 06.00 Wib;siang;Lokal;-7.543017372;112.0865496;1918.460543;2019
Kamis, 13 Juni 2019 Skj : 03.30 Wib;malam;KolektorPrimer;-7.661443518;111.9093951;1148.231567;2019
Kamis, 13 Juni 2019 Skj : 11.00 Wib;siang;KolektorSekunder;-7.594744096;111.8777209;353.2645496;2019
Kamis, 13 Juni 2019 Skj : 11.45 Wib;siang;KolektorPrimer;-7.527179088;111.9034355;1775.856485;2019
Kamis, 13 Juni 2019 Skj : 14.30 Wib;siang;ArteriPrimer;-7.603537589;112.0857309;1041.114609;2019
Jumat, 14 Juni 2019 Skj : 12.00 Wib;siang;KolektorPrimer;-7.644625652;112.0147281;563.561589;2019
Sabtu 15 Juni 2019 Skj : 13.30 Wib;siang;KolektorSekunder;-7.532706981;111.9759859;2701.124414;2019
Sabtu, 15 Juni 2019 Skj : 15.15 Wib;siang;KolektorSekunder;-7.692272629;112.0418006;794.7943373;2019
Sabtu 15 Juni 2019 Skj : 18.00 Wib;malam;ArteriPrimer;-7.60332357;112.0245842;332.9252573;2019
Minggu, 16 Juni 2019 Skj : 09.00 Wib;siang;KolektorPrimer;-7.52104834;111.9072961;2154.574393;2019
Minggu, 16 Juni 2019 Skj : 10.00 Wib;siang;ArteriPrimer;-7.57398465;111.8629046;368.8079376;2019
Minggu, 16 Juni 2019 Skj : 16.00 Wib;siang;KolektorPrimer;-7.543520666;111.8828933;4478.286419;2019
Minggu, 16 Juni 2019 Skj: 20.00 Wib;malam;KolektorPrimer;-7.638124909;111.8943707;26.35522152;2019
Senin, 17 Juni 2019 Skj : 00.15 Wib;malam;KolektorSekunder;-7.584596128;111.8784092;93.76391136;2019
Senin, 17 Juni 2019 Skj : 18.30 Wib;malam;ArteriPrimer;-7.602915138;111.9547137;1204.229973;2019
Senin, 17 Juni 2019 Skj : 15.30 Wib;siang;KolektorPrimer;-7.687302337;112.0178851;385.0371857;2019
Selasa, 18 Juni 2019 Skj : 19.00 Wib;malam;Lokal;-7.589302741;112.0851763;1426.52557;2019
Rabu, 19 Juni 2019 Skj : 15.00 Wib;siang;KolektorPrimer;-7.595088062;111.9316467;231.4380294;2019
Kamis, 20 Juni 2019 Skj : 21.30 Wib;malam;KolektorPrimer;-7.684643893;112.0149911;1205.546822;2019
Jumat, 21 Juni 2019 Skj : 10.30 Wib;siang;Lokal;-7.659101301;111.8943414;1218.965617;2019
Jumat 21 Juni 2019 Skj : 10.30 Wib;siang;KolektorSekunder;-7.649305689;111.887867;679.8368274;2019
Jumat 21 Juni 2019 Skj : 11.30 Wib;siang;KolektorSekunder;-7.584985072;111.904779;117.3218229;2019
Sabtu 22 Juni 2019 Skj : 15.00 Wib;siang;Lokal;-7.537571708;111.932741;2648.324482;2019
Sabtu 22 Juni 2019 Skj : 19.15 Wib;malam;KolektorSekunder;-7.583857661;111.9051894;166.9205204;2019
Sabtu 22 Juni 2019 Skj : 20.30 Wib;malam;Lokal;-7.595726145;112.0258673;1167.309826;2019
Sabtu 22 Juni 2019 Skj : 21.00 Wib;malam;ArteriPrimer;-7.606530859;112.0511874;177.6025334;2019
Minggu 23 Juni 2019 Skj : 02.00 Wib;malam;Lokal;-7.598491156;112.0213183;638.5433437;2019
Minggu 23 Juni 2019 Skj : 01.00 Wib;malam;KolektorPrimer;-7.750569779;112.0176289;1148.426992;2019
Minggu 23 Juni 2019 Skj : 13.00 Wib;siang;KolektorPrimer;-7.672910455;111.9144514;476.7320669;2019
Minggu 23 Juni 2019 Skj :  19.30 Wib;malam;ArteriPrimer;-7.560499602;111.8132171;3008.379748;2019
Senin, 24 Juni 2019 Skj: 09.00 Wib;siang;KolektorSekunder;-7.527652075;111.9132638;680.0107223;2019
Senin, 24 Juni 2019 Skj : 16.00 Wib;siang;Lokal;-7.600745691;111.8851918;427.9710029;2019
Senin, 24 Juni 2019 Skj : 10.00 Wib;siang;KolektorPrimer;-7.72831552;112.0227376;1158.037601;2019
Selasa, 25 Juni 2019 Skj : 07.30 Wib;siang;KolektorSekunder;-7.649637666;111.8873554;747.0932273;2019
Selasa 25 Juni 2019 Skj :10.00 Wib;siang;ArteriPrimer;-7.603978588;112.0435914;284.5593075;2019
Selasa, 25 Juni 2019 Skj : 09.00 Wib;siang;ArteriPrimer;-7.604255085;111.9717725;3011.636357;2019
Selasa 25 Juni 2019 Skj : 13.00 Wib;siang;KolektorSekunder;-7.53825242;112.0408877;3778.638881;2019
Rabu 26 Juni 2019 Skj : 05.30 Wib;malam;ArteriPrimer;-7.560884219;111.8057836;3960.511088;2019
Rabu 26 Juni 2019 Skj : 18.00 Wib;malam;ArteriPrimer;-7.561935401;111.8243707;1765.740938;2019
Rabu 26 Juni 2019 Skj : 19.00 Wib;malam;KolektorSekunder;-7.676385033;111.8299313;1586.084591;2019
Kamis 27 Juni 2019 Skj:13.45 Wib;siang;ArteriPrimer;-7.604084601;112.0146245;775.8662131;2019
Kamis, 27 Juni 2019 Skj : 12.30 Wib;siang;KolektorSekunder;-7.644146831;111.8697182;34.96083697;2019
Jumat 28 Juni 2019 Skj : 19.00 Wib;malam;KolektorPrimer;-7.645110823;112.0123919;948.473298;2019
Sabtu 29 Juni 2019 Skj : 06.00 Wib;siang;Lokal;-7.624694076;111.9451006;1748.606926;2019
Senin, 01 Juli 2019 Skj : 13.50 Wib;siang;KolektorPrimer;-7.700911609;112.0214981;1496.560521;2019
Selasa, 02 Juli 2019 Skj : 03.30 Wib;malam;KolektorPrimer;-7.633320137;111.8954245;86.29204245;2019
"Selasa 02 Juli 2019 Skj; 12.00 wib";siang;Lokal;-7.618275744;112.0005905;1819.946317;2019
Selasa, 02 Juli 2019 Skj : 22.00 Wib;malam;KolektorPrimer;-7.566018428;111.9146153;1580.89269;2019
Rabu 03 Juli 2019 Skj : 08.30 Wib;siang;Lokal;-7.574505417;112.1106241;1819.779477;2019
Rabu 03 Juli 2019 Skj:08.15 Wib;siang;KolektorSekunder;-7.532985919;112.0741379;317.044897;2019
Rabu 03 Juli 2019 Skj: 10.30 Wib;siang;KolektorPrimer;-7.675470697;112.0157182;828.860821;2019
Rabu 03 Juli 2019 Skj:18.30 Wib;malam;KolektorSekunder;-7.656626275;111.9467193;1034.661383;2019
Rabu 03 Juli 2019 Skj: 18.45 Wib;malam;KolektorSekunder;-7.669910968;111.8469105;582.5800167;2019
Rabu 03 Juli 2019 Skj:23.30 Wib;malam;ArteriPrimer;-7.568990023;111.8495892;81.14851089;2019
Kamis, 04 Juli 2019 Skj : 02.45 Wib;malam;Lokal;-7.598818776;111.9701491;3417.725612;2019
Kamis, 04 Juli 2019 Skj:06.30 Wib;siang;ArteriPrimer;-7.605637566;111.9684466;2733.158185;2019
Kamis, 04 Juli 2019 Skj:08.20 Wib;siang;KolektorSekunder;-7.528190541;111.9196518;36.20241608;2019
Kamis, 04 Juli 2019 Skj:18.45 Wib;malam;ArteriPrimer;-7.592099698;111.8915477;66.36135156;2019
Kamis, 04 Juli 2019 skj:19.00 Wib;malam;Lokal;-7.632860892;112.0274981;1213.294663;2019
Jumat 05 Juli 2019 Skj 08.15 Wib;siang;ArteriPrimer;-7.597897943;112.1053646;404.8323221;2019
Jumat 05 Juli 2019 Skj: 16.30 Wib;siang;KolektorPrimer;-7.582388701;111.9047793;6.141160737;2019
Jumat 05 Juli 2019 Skj:22.0 Wib;malam;Lokal;-7.592759524;112.0400534;1399.985573;2019
Sabtu 06 Juli 2019 Skj:09.00 Wib;siang;ArteriPrimer;-7.601847944;111.9387147;574.2869169;2019
Minggu, 07 Juli 2019 Skj: 08.45 Wib;siang;KolektorSekunder;-7.655999356;111.8739429;649.9948792;2019
Senin, 08 Juli 2019 Skj:11.00 Wib;siang;Lokal;-7.570196137;111.8770731;1759.598627;2019
Selasa, 09 Juli 2019 Skj : 04.45 Wib;malam;ArteriPrimer;-7.603228856;111.9583155;1603.118582;2019
Rabu 10 Juli 2019 Skj : 13.00 Wib;siang;KolektorPrimer;-7.605052671;111.8983283;306.5160272;2019
Kamis, 11 Juli 2019 Skj : 08.15 Wib;siang;ArteriPrimer;-7.603541577;112.0217666;14.11513446;2019
Kamis, 11 Juli 2019 Skj : 09.15 Wib;siang;ArteriPrimer;-7.604466445;111.9762049;2521.971749;2019
Kamis, 11 Juli 2019 Skj : 11.00 Wib;siang;Lokal;-7.553008068;112.1083833;724.9197613;2019
Kamis, 11 Juli 2019 Skj : 17.50 Wib;siang;ArteriPrimer;-7.592355598;111.8918038;105.1187183;2019
Jumat 12 Juli 2019 Skj : 02.30 Wib;malam;Lokal;-7.61536565;111.8813318;511.4805949;2019
Jumat 12 Juli 2019 Skj : 07.45 Wib;siang;ArteriPrimer;-7.603564508;112.0856896;1046.551105;2019
Jumat 12 Juli 2019 Skj : 13.00 Wib;siang;KolektorSekunder;-7.603564357;111.8771585;625.5062236;2019
Sabtu 13 Juli 2019 Skj:07.30 Wib;siang;Lokal;-7.653617513;111.8743762;1875.164851;2019
"Sabtu 13 Juli 2019 Skj ; 09.30 Wib";siang;Lokal;-7.547101574;111.8352374;4841.099183;2019
"Sabtu 13 Juli 2019 Skj ; 23.00 Wib";malam;ArteriPrimer;-7.600192693;111.9099959;499.3070938;2019
"Minggu 14 Juli 2019 Skj ; 16.30 Wib";siang;ArteriPrimer;-7.569183729;111.8498889;120.7796486;2019
"Selasa, 16 Juli 2019 Skj ; 14.00 Wib";siang;Lokal;-7.658721446;111.9354876;495.1135545;2019
Rabu 17 Juli 2019 Skj : 18.15 Wib;malam;KolektorPrimer;-7.53942239;111.8836274;4938.308959;2019
Rabu 17 Juli 2019 Skj : 23.00 Wib;malam;ArteriPrimer;-7.582600737;111.8766245;261.5242563;2019
Kamis,  18 Juli 2019 Skj : 10.00 Wib;siang;Lokal;-7.670970634;112.0206316;1650.280034;2019
Kamis, 18 Juli 2019 Skj : 18.00 Wib;malam;Lokal;-7.643749737;111.901091;646.8868218;2019
Jumat 19 Juli 2019 Skj : 10.00 Wib;siang;ArteriPrimer;-7.601839705;112.0932349;174.7225503;2019
Jumat 19 Juli 2019 Skj : 09.30 Wib;siang;KolektorPrimer;-7.585999941;111.8921106;547.6275607;2019
"Jumat 19 Juli 2019 Skj ; 22.00 Wib";malam;Lokal;-7.619381042;111.9060068;307.2298625;2019
"Sabtu, 20 Juli 2019 Skj ; 06.30 Wib";siang;Lokal;-7.655020814;112.0179802;1295.121054;2019
"Sabtu 20 Juli 2019 Skj ; 16.00 Wib";siang;KolektorSekunder;-7.595527076;111.9046274;442.4193291;2019
"Sabtu 20 Juli 2019 Skj ; 20.00 Wib";malam;ArteriPrimer;-7.602623686;111.9572175;1588.34334;2019
Minggu 21 Juli 2019 Skj : 08.30 Wib;siang;Lokal;-7.620602301;111.9439852;1573.830721;2019
Minggu 21 Juni 2019 Skj : 11.30 Wib;siang;ArteriPrimer;-7.600090668;111.9143753;19.1887026;2019
Minggu 21 Juli 2019 Skj : 11.00 Wib;siang;Lokal;-7.592676635;112.0397719;1399.916156;2019
Minggu, 21 Juli 2019 Skj : 07.00 Wib;siang;Lokal;-7.613804745;112.0920428;1774.367918;2019
Senin, 22 Juli 2019 Skj : 07.00 Wib;siang;Lokal;-7.635583129;111.9341143;2258.88482;2019
Senin, 22 Juli 2019 Skj : 09.30 Wib;siang;ArteriPrimer;-7.602915138;112.041231;17.70378217;2019
Senin, 22 Juli 2019 Skj : 19.00 Wib;malam;Lokal;-7.642388646;111.880556;1096.098951;2019
Selasa, 23 Juli 2019 Skj : 09.30 Wib;siang;ArteriPrimer;-7.576897337;111.8675533;379.2078085;2019
Rabu 24 Juli 2019 Skj : 05.00 Wib;malam;Lokal;-7.638207129;112.0366511;2209.36128;2019
Kamis, 25 Juli 2019 SKJ : 07.00 wib;siang;KolektorPrimer;-7.594747752;111.932741;188.9700926;2019
Jumat 26 Juli 2019 Skj : 14.30 wib;siang;ArteriPrimer;-7.602386735;111.9464143;286.0913251;2019
"Sabtu 27 Juli 2019 Skj ; 09.00 Wib";siang;KolektorPrimer;-7.670273454;111.9135183;785.9254645;2019
"Sabtu 27 Juli 2019Skj ; 13.45 Wib";siang;Lokal;-7.563102317;111.9112488;1842.23332;2019
Minggu 28 Juli 2019 Skj :10.00 Wib;siang;KolektorPrimer;-7.707716082;111.9313677;3233.547629;2019
Minggu 28 Juli 2019 Skj : 10.45 Wib;siang;KolektorPrimer;-7.665526594;111.9093951;1396.435645;2019
Minggu 28 Juli 2019 Skj : 16.30 Wib;siang;KolektorPrimer;-7.608359976;111.8970355;599.9301253;2019
Minggu 28 Juli 2019 Skj :20.00 Wib;malam;KolektorSekunder;-7.691385165;112.0274981;1235.667724;2019
"Minggu 28 Juli 2019 Skj ; 20.30 Wib";malam;Lokal;-7.598831464;112.0439776;595.7063963;2019
"Senin, 29 Juli 2019 Skj ; 08.30 Wib";siang;Lokal;-7.665745001;111.8867817;2320.003116;2019
Senin, 29 Juli 2019 Skj : 09.00 Wib;siang;Lokal;-7.60709314;112.1016889;712.3039633;2019
Selasa, 30 Juli 2019 Skj :09.00 Wib;siang;KolektorSekunder;-7.527717832;111.9507276;282.558249;2019
"Selasa 30 Juli 2019 Skj ; 16.30 Wib";siang;ArteriPrimer;-7.605874727;112.0556712;676.8957882;2019
Selasa, 30 Juli 2019 Skj : 15.30 Wib;siang;Lokal;-7.611401017;111.8512637;2439.583089;2019
"Rabu 31 Juli 2019 Skj ; 06.45 Wib";siang;Lokal;-7.559353951;112.07419;2816.343559;2019
Rabu 31 Juli 2019 Skj : 17.10 Wib;siang;KolektorSekunder;-7.626055222;111.9173677;2032.248047;2019
Kamis, 01 Agustus 2019 Skj : 18.00 Wib;malam;Lokal;-7.658508495;111.889502;1544.028177;2019
Kamis, 01 Agustus 2019 Skj : 18.00 Wib;malam;Lokal;-7.630086;112.0490527;2740.521799;2019
Sabtu 03 Agustus 2019 Skj : 00.15 Wib;malam;Lokal;-7.550387685;111.8733602;3802.570674;2019
Sabtu, 03 Agustus 2019 Skj : 01.35 Wib;malam;KolektorSekunder;-7.691723036;112.0458215;501.4106396;2019
Sabtu, 03 Agustus 2019 Skj : 05.00 Wib;malam;Lokal;-7.630086;112.0490527;2740.521799;2019
Sabtu 03 Agustus 2019 Skj : 13.00 Wib;siang;ArteriPrimer;-7.564378871;111.841625;189.9372457;2019
Minggu 04 Agustus 2019 Skj : 09.30 Wib;siang;ArteriPrimer;-7.601683585;112.0937098;120.5600061;2019
Senin, 05 Agustus 2019 Skj : 12.00 Wib;siang;Lokal;-7.582971929;111.9358999;1595.656083;2019
Senin, 05 Agustus 2019 Skj : 16.30 Wib;siang;KolektorSekunder;-7.686832813;111.8049833;4849.421309;2019
Senin, 05 Agustus 2019 Skj : 18.30 Wib;malam;ArteriPrimer;-7.603131448;111.9570046;1458.156917;2019
Senin, 05 Agustus 2019 Jam 14.00 Wib;siang;ArteriPrimer;-7.598483476;111.9155309;322.3360915;2019
"Selasa 06 Agustus 2019 Skj ; 07.50 Wib";siang;ArteriPrimer;-7.574893065;111.8645369;588.9745975;2019
Selasa 06 Agustus 2019 Skj : 07.00 Wib;siang;ArteriPrimer;-7.601084489;112.0961083;4.152296965;2019
Rabu 07 Agustus 2019 Skj : 07.30 Wib;siang;ArteriPrimer;-7.576434596;111.866826;467.8347096;2019
Rabu 07 Agustus 2019 Skj : 13.30 Wib;siang;KolektorPrimer;-7.630518914;111.895914;218.7866582;2019
Rabu, 07 Agustus 2019 Skj : 07.15 Wib;siang;KolektorPrimer;-7.644644798;112.0157509;699.7963528;2019
Sabtu, 10 Agustus 2019 Skj : 05.00 Wib;malam;KolektorPrimer;-7.630291462;111.8959459;193.4544873;2019
Sabtu 10 Agustus 2019 Skj : 08.05 Wib;siang;KolektorPrimer;-7.644644458;112.0152779;649.1018948;2019
Sabtu 10 Agustus 2019 Skj : 13.00 Wib;siang;KolektorSekunder;-7.631931728;111.8743235;1084.90953;2019
Sabtu 10 Agustus 2019 Skj  : 15.00 Wib;siang;Lokal;-7.679209295;111.8537056;1717.569614;2019
Minggu 11 Agustus 2019 Skj : 14.30 Wib;siang;Lokal;-7.60327313;111.9045604;434.2398506;2019
Minggu 11 Agustus 2019 Skj : 20.45 Wib;malam;Lokal;-7.758480299;111.8376791;15262.23866;2019
Senin, 12 Agustus 2019 Skj : 09.00 Wib;siang;KolektorPrimer;-7.644644458;112.0152779;649.1018948;2019
Senin, 12 Agustus 2019 Skj : 20.00 Wib;malam;KolektorPrimer;-7.5834125;111.8980332;808.9870123;2019
Senin, 12 Agustus 2019 Skj : 12.30 Wib;siang;ArteriPrimer;-7.600785463;111.9231771;905.9534596;2019
Senin, 12 Agustus 2019 Skj : 16.15 Wib;siang;Lokal;-7.705059606;112.0312424;2080.029657;2019
Selasa, 13 Agustus 2019 Skj : 14.30 Wib;siang;KolektorPrimer;-7.5834125;111.8980332;808.9870123;2019
Rabu 14 Agustus 2019 Skj : 07.00 Wib;siang;ArteriPrimer;-7.600785463;111.9231771;905.9534596;2019
Rabu 14 Agustus 2019 Skj : 07.00 Wib;siang;Lokal;-7.705059606;112.0312424;2080.029657;2019
Rabu 14 Agustus 2019 Skj : 07.00 Wib;siang;ArteriPrimer;-7.604150033;112.0135365;895.9292521;2019
Rabu 14 Agustus 2019 Skj : 09.30 Wib;siang;ArteriPrimer;-7.577169495;111.8680028;436.8943528;2019
Kamis, 15 Agustus 2019 Skj : 07.00 Wib;siang;KolektorSekunder;-7.612530142;111.9183214;421.7701359;2019
Kamis, 15 Agustus 2019 Skj : 09.00 Wib;siang;KolektorPrimer;-7.641773409;112.0159646;224.0704389;2019
Kamis, 15 Agustus 2019 Skj : 18.00 Wib;malam;KolektorSekunder;-7.534041902;111.9881323;2093.91979;2019
Jumat 16 Agustus 2019 Skj : 08.30 Wib;siang;KolektorSekunder;-7.690957177;112.0308109;1463.982496;2019
Jumat 16 Agustus 2019 Skj : 21.00 Wib;malam;ArteriPrimer;-7.606119403;112.0747854;1813.982111;2019
Sabtu 17 Agustus 2019 Skj : 05.00 Wib;malam;ArteriPrimer;-7.604859552;111.9732782;2840.375736;2019
Sabtu 17 Agustus 2019 Skj : 15.30 Wib;siang;ArteriPrimer;-7.599683636;111.9076661;351.3001727;2019
Sabtu 17 Agustus 2019 Skj : 15.30 Wib;siang;Lokal;-7.5804155;111.9006416;1131.851019;2019
Minggu 18 Agustus 2019 Skj : 03.00 Wib;malam;ArteriPrimer;-7.603757912;111.9630697;2131.393971;2019
Minggu 18 Agustus 2019 Skj : 06.30 Wib;siang;Lokal;-7.617679182;111.9401237;1192.288703;2019
Minggu 18 Agustus 2019 Skj : 12.30 Wib;siang;ArteriPrimer;-7.56909864;111.8488676;49.83739766;2019
Minggu 18 Agustus 2019 Skj : 15.20 Wib;siang;ArteriPrimer;-7.601132124;112.1025154;166.2609411;2019
Senin, 19 Agustus 2019 Skj : 18.00 Wib;malam;KolektorPrimer;-7.645893675;111.8929061;225.7506047;2019
Selasa, 20 Agustus 2019 Skj : 12.45 Wib;siang;Lokal;-7.579907041;112.0441257;2352.547927;2019
Selasa, 20 Agustus 2019 Skj : 17.00 Wib;siang;ArteriPrimer;-7.601449081;112.1002503;416.689791;2019
