TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
1/1/2018,21,28.2,23.5,88,0,6,4,120,1,E 
1/2/2018,21,29.2,23.9,91,2.3,1.4,3,40,2,N 
1/3/2018,21,30,24.4,87,2,7,2,30,1,NE
1/4/2018,21,30.2,22.6,94,45,7,3,360,2,N 
1/5/2018,22,28,23.9,86,48,1.5,3,360,2,N 
1/6/2018,21,29.4,23.6,87,27,4.5,4,100,2,SW
1/7/2018,21,30.1,22.2,92,1,3,4,360,1,SW
1/8/2018,21,28.6,23.8,90,44,1.5,7,360,2,N 
1/9/2018,21,29.2,24.3,87,0.3,7,5,330,2,N 
1/10/2018,20,27.4,22.7,92,7,7,12,250,2,SE
1/11/2018,21,30,23.6,91,6,2.5,4,290,2,N 
1/12/2018,21,27,24.1,88,8,1,6,300,2,NW
1/13/2018,22,26,23.4,93,7.5,0.4,5,300,2,NW
1/14/2018,21,26.4,24.2,84,4.1,2,6,290,3,N 
1/15/2018,21,28.5,24,80,0,0,5,340,3,W 
1/16/2018,20,27.8,23,93,0,1,5,320,3,N 
1/17/2018,20,27,23.1,91,85,3,5,320,2,NW
1/18/2018,20,27.8,23.2,95,3,5.6,4,350,2,N 
1/19/2018,20,28,22.1,94,40,1,6,250,2,W 
1/20/2018,20,26,22.8,91,16,2,7,240,3,NW
1/21/2018,21,26.8,23.2,89,0,1,8,290,5,W 
1/22/2018,21,26.4,23.4,91,0,1,10,320,4,N 
1/23/2018,21,27.5,23.2,91,4,2,5,290,2,NW
1/24/2018,21,28.2,23.9,92,4,4.2,5,340,3,N 
1/25/2018,22,27.6,24,91,1,5.3,7,240,4,W 
1/26/2018,21.3,28,23.7,88,2,2,5,270,3,W 
1/27/2018,22,28,25,89,38,4.5,4,350,3,W 
1/28/2018,21,25.4,23.1,91,9,7,4,280,3,W 
1/29/2018,21,27,23.8,89,3,0.5,7,280,4,W 
1/30/2018,21,29.2,24.1,83,1,1.5,5,280,4,W 
1/31/2018,21,29.6,24,85,1,7,4,70,2,N 
2/1/2018,21,28,23.6,93,8,3.5,5,30,3,N 
2/2/2018,21,28,23.6,91,18,4,4,340,2,N 
2/3/2018,20,23.8,21.9,96,13,5,4,300,3,W 
2/4/2018,20,28,22.6,95,16,0,5,340,2,W 
2/5/2018,20,27,23.6,93,63,5.5,2,20,2,NE
2/6/2018,21,28,23.7,91,0,2,6,330,3,NW
2/7/2018,19,29.2,22.6,93,16,6.5,5,310,3,N 
2/8/2018,20,23.8,21.5,94,27.6,6,3,300,2,NW
2/9/2018,19,28.6,24.1,91,17,0,4,240,2,N 
2/10/2018,21,27.5,23.4,92,0,6,3,90,2,E 
2/11/2018,20,27.4,23.3,91,4,6,2,270,1,W 
2/12/2018,21,28,23.3,90,47,6,3,250,1,N 
2/13/2018,21,27.6,23.8,90,5,4.2,5,320,2,N 
2/14/2018,21,28,24,88,1,4.5,6,270,3,N 
2/15/2018,21,28,23.9,87,0.8,2.4,5,260,3,N 
2/16/2018,20,28,23.1,90,9.5,2.5,4,10,2,N 
2/17/2018,20,28.2,23.9,91,11.3,4,5,330,3,N 
2/18/2018,21,28.5,23.9,88,30,8,4,270,2,N 
2/19/2018,21,29,22,96,4,7,4,160,2,N 
2/20/2018,20,29.5,23.9,90,60,4,5,360,2,N 
2/21/2018,20,29.4,23.9,92,1,6.5,3,70,1,N 
2/22/2018,20,28,23.4,91,58,4,4,20,2,N 
2/23/2018,20,29.2,23.5,90,2,2.5,4,10,2,NE
2/24/2018,20,27,22.1,94,5,5,3,360,1,N 
2/25/2018,19,27.6,22.7,92,10,2,3,120,2,SW
2/26/2018,20,26.5,23,91,5,2,3,10,1,W 
2/27/2018,19,29.2,23.4,86,0.6,0.5,3,200,2,NE
2/28/2018,20,29.5,24.1,83,8,5,3,190,1,N 
3/1/2018,20,27,23.3,94,1,6.5,4,360,2,SW
3/2/2018,21,27.4,23.5,92,45.5,2.5,2,80,1,NE
3/3/2018,22,28,23.5,96,6.5,3,3,30,1,E 
3/4/2018,21,29,24,90,22.5,0.5,4,360,2,N 
3/5/2018,21,27.4,23,90,9,4.5,8,360,2,N 
3/6/2018,21,29.4,24.5,88,16,1,3,360,1,N 
3/7/2018,21,26.5,23,93,0,9.2,3,360,1,N 
3/8/2018,21,28.8,24.1,86,23,2,2,240,1,W 
3/9/2018,21,27.8,24,90,0,7.8,2,360,1,N 
3/10/2018,21,26.5,22.4,94,4.2,4,3,360,1,N 
3/11/2018,21,30,22.9,95,30,3.7,1,10,1,N 
3/12/2018,21,27,23,95,29.1,2.2,2,270,1,NE
3/13/2018,20,28,23.4,87,37.5,4,2,360,1,N 
3/14/2018,21,27.5,23.9,91,1,2.3,3,20,1,N 
3/15/2018,20,30,24.3,85,0,6,2,90,1,N 
3/16/2018,20,28,22.9,88,0,7,2,200,1,C 
3/17/2018,21,27,22.4,93,3,3.8,2,360,1,W 
3/18/2018,21,28,24.1,92,76,3.9,3,360,2,N 
3/19/2018,21,29,22.1,94,0,6.4,1,210,1,S 
3/20/2018,20,29.6,24.6,91,28,4,2,180,1,S 
3/21/2018,21,28,24.3,87,0,7,2,270,1,NW
3/22/2018,21,27.6,23.4,91,30,6.7,5,360,1,N 
3/23/2018,20,28.8,22.3,92,15.5,5,2,120,1,S 
3/24/2018,20,29,23.8,91,62.5,5,1,210,1,N 
3/25/2018,21,27,23.8,91,0,4.7,1,360,1,N 
3/26/2018,20,27.6,23.8,90,3,1,2,90,1,N 
3/27/2018,21,27.2,22.5,89,0,4.8,3,180,1,W 
3/28/2018,20,28.4,23.3,90,31,3.5,2,240,1,NW
3/29/2018,21,30,24.6,90,1.5,4,3,340,1,N 
3/30/2018,21,30,24.1,89,0,7.5,3,90,2,E 
3/31/2018,21,29.6,24.1,89,23,6,3,300,1,E 
4/1/2018,21,29.2,24.3,88,1.5,7.8,2,300,1,W 
4/2/2018,22,28,23.7,92,1,8,2,360,1,N 
4/3/2018,21,28,23.9,90,45,4,3,60,1,E 
4/4/2018,21,30.2,24.8,88,4.2,6.5,2,60,1,S 
4/5/2018,21,30,25.3,87,0,7.5,3,45,1,NE
4/6/2018,21,29.6,24.1,91,2.5,7.5,2,360,1,N 
4/7/2018,21,30,24.2,89,2,6.5,3,90,2,E 
4/8/2018,21,30,24.1,91,21,5.4,3,50,1,E 
4/9/2018,21,29.6,24.3,88,13.5,7,3,40,1,NE
4/10/2018,21,29.6,25,92,0,8,2,360,1,E 
4/11/2018,21,29.5,24.8,88,0,8.8,3,90,2,E 
4/12/2018,21,31,24.9,90,0,9,2,90,1,E 
4/13/2018,21,30.8,25.7,88,0,7,2,300,1,W 
4/14/2018,22,30.2,26.1,89,0,8.5,2,360,1,E 
4/15/2018,22,31.5,25.3,86,0,8.3,2,10,1,N 
4/16/2018,22,30.5,25.3,85,0,10,3,120,1,N 
4/17/2018,21,30.8,24.3,88,0,9,2,270,1,S 
4/18/2018,21,30.2,24.2,89,11,6,2,360,1,E 
4/19/2018,22,29,24.6,89,5,8.3,2,70,1,E 
4/20/2018,21,30.6,25.4,86,0.5,6,2,30,1,E 
4/21/2018,22,29,23.6,92,0,9.9,3,360,1,N 
4/22/2018,21,29,25.3,90,50,4,1,90,1,E 
4/23/2018,21,28.6,24.5,91,2,5.8,2,360,1,E 
4/24/2018,21,23,24.3,90,0,6.5,1,210,1,NE
4/25/2018,21,29.8,24.9,89,36,6.5,2,160,1,N 
4/26/2018,21,29,24.5,90,0,6,2,360,1,E 
4/27/2018,22,30,25.3,84,0,9,3,90,1,E 
4/28/2018,20,31,24.1,88,0,6,1,20,1,N 
4/29/2018,20,30.4,25.2,80,0.5,7.7,2,320,1,W 
4/30/2018,20,28.8,23.9,87,0,9.5,2,270,1,W 
5/1/2018,20,30,24.5,84,0,8,3,360,2,N 
5/2/2018,20,31,25.1,75,0,8.5,2,360,1,N 
5/3/2018,20,31,23.7,80,0,8.5,2,30,1,N 
5/4/2018,20,30.6,25.1,79,0,9.5,2,360,1,N 
5/5/2018,21,29,24.6,83,0,9.2,3,90,1,E 
5/6/2018,20,30,25.1,83,0,8.2,3,90,1,E 
5/7/2018,20,30.4,24.8,84,0,10,2,300,1,N 
5/8/2018,21,30,24.9,84,0,8.5,4,340,2,E 
5/9/2018,20,29,24.2,87,0,9.5,2,90,1,N 
5/10/2018,20,29.6,24.1,84,0,6.3,2,180,1,S 
5/11/2018,20,30.4,25.1,86,0,9.3,2,360,1,N 
5/12/2018,20,30,24.3,85,0,8.5,1,90,1,N 
5/13/2018,20,31,25.3,80,0,8.8,2,90,1,N 
5/14/2018,21,31,25.1,83,0,9.5,3,360,2,E 
5/15/2018,21,32.5,24.5,88,0,10,2,360,1,N 
5/16/2018,21,29.8,25,88,0,6.8,2,90,1,E 
5/17/2018,21,28.4,24.2,90,0,3.8,1,200,1,N 
5/18/2018,21,29.2,24.5,88,1,2.5,1,200,1,N 
5/19/2018,22,30.6,24.8,88,0,7.5,1,30,1,NE
5/20/2018,21,28.6,24.6,88,0,8.7,1,90,1,N 
5/21/2018,22,29,24.4,87,0,4.4,4,90,2,E 
5/22/2018,22,29.4,26,84,0,6,4,100,2,E 
5/23/2018,21,29.8,25.2,83,0,7.5,6,90,3,E 
5/24/2018,21,30,24.3,87,0,7,1,210,1,SW
5/25/2018,21,30,25,87,0,6.5,3,90,2,E 
5/26/2018,21,30.6,25.6,86,1,6.2,1,90,1,N 
5/27/2018,21,30.5,24.6,86,0,8.5,1,90,1,NE
5/28/2018,21,31.4,25,78,0,7.2,2,40,1,NE
5/29/2018,20,30,24.8,86,0,9,3,360,2,N 
5/30/2018,20,29.4,23.9,83,0,9.4,3,120,1,N 
5/31/2018,20,28.9,23.2,87,0,6,3,20,1,N 
6/1/2018,19,28.2,23.6,86,0,7.5,1,360,1,N 
6/2/2018,19,29,24.1,81,0,5.5,1,90,1,E 
6/3/2018,20,29,23.8,87,0,5.7,3,90,2,E 
6/4/2018,20,30,24.2,86,0,6,2,40,1,E 
6/5/2018,20,29.7,24.9,83,0,9,2,360,1,N 
6/6/2018,21,30,24.3,86,0,6,2,20,1,N 
6/7/2018,21,30.2,24.6,85,0,5,2,90,1,E 
6/8/2018,20,30,24,85,0,7,2,100,1,SW
6/9/2018,20,30.6,24.9,86,0,8.5,2,90,1,E 
6/10/2018,20,29,24.1,85,0,8.5,3,90,2,E 
6/11/2018,20,31.4,24.8,86,0,5.6,2,360,1,N 
6/12/2018,21,30.8,25.3,83,0,8.7,2,360,1,N 
6/13/2018,21,30.4,24.8,86,0,6.5,3,360,2,E 
6/14/2018,20,31,24.5,83,0,7.5,2,90,1,E 
6/15/2018,18,30.2,23.6,80,0,8.7,1,360,1,N 
6/16/2018,20,30,23.6,87,0,9,2,10,1,E 
6/17/2018,19,29.8,23.1,81,0,9,3,40,2,NE
6/18/2018,20,29.4,21.8,85,0,9,3,80,2,E 
6/19/2018,20,31.2,24.6,83,0,9,2,30,1,N 
6/20/2018,21,29,24.1,87,0,5,3,360,1,N 
6/21/2018,21,28.6,24.2,88,7,3.3,2,360,1,N 
6/22/2018,21,29.5,24.7,88,0,3.2,2,340,1,N 
6/23/2018,21,30,25.5,80,0,7.4,3,360,1,N 
6/24/2018,21,31,25,83,0,7.5,2,360,1,N 
6/25/2018,21,28.5,24.1,88,0,9.1,4,360,2,N 
6/26/2018,20,29.2,23.4,87,11,6.5,2,360,1,N 
6/27/2018,20,30,24.1,85,0,3.5,3,360,2,N 
6/28/2018,19,31.5,23.9,85,0,9.6,2,100,1,E 
6/29/2018,19,29.2,23.4,83,0,7,2,200,1,N 
6/30/2018,20,29,24,82,0,8,3,360,1,N 
7/1/2018,20,30.2,24.8,81,0,8,1,180,1,N 
7/2/2018,20,29.6,24.7,78,0,8,2,90,1,E 
7/3/2018,19,31,23.2,80,0,8.3,2,360,1,N 
7/4/2018,19,30.2,23.7,82,0,9,3,100,1,N 
7/5/2018,19,28.2,23.4,74,0,8.6,10,180,5,S 
7/6/2018,19,30,23.3,74,0,9,3,150,2,N 
7/7/2018,18,30.5,24.1,74,0,9.8,1,90,1,E 
7/8/2018,19,29.6,24,79,0,9.1,2,360,1,N 
7/9/2018,19,30,24,74,0,6.4,1,200,1,N 
7/10/2018,19,29.2,24.1,78,0,8.5,2,360,1,N 
7/11/2018,19,29,23.2,76,0,7.2,3,360,1,N 
7/12/2018,17,30,23.1,78,0,9.4,1,210,1,N 
7/13/2018,19,28.8,22.7,72,0,8.3,1,200,1,N 
7/14/2018,19,29,23.3,73,0,6.5,2,360,1,N 
7/15/2018,19,28.4,23.2,77,0,7.5,2,360,1,N 
7/16/2018,19,30,23.3,72,0,8.5,2,300,1,N 
7/17/2018,19,29.4,23.3,77,0,7.5,2,360,1,N 
7/18/2018,20,29.2,24.1,78,0,7.7,2,360,1,N 
7/19/2018,19,30,24.2,76,0,6.5,3,350,1,N 
7/20/2018,19,31.7,23.5,76,0,9.4,3,90,1,E 
7/21/2018,19,30.2,23.7,70,0,9.5,2,300,1,NW
7/22/2018,20,30,25.1,75,0,8.5,1,10,1,N 
7/23/2018,20,31,24.6,75,0,8,4,360,2,N 
7/24/2018,19,31.6,23.8,71,0,9.6,3,210,1,N 
7/25/2018,19,30.4,23.2,63,0,10,2,180,1,S 
7/26/2018,18,30.4,23.9,72,0,9.8,3,360,2,N 
7/27/2018,19,31,23,63,0,10,3,360,1,N 
7/28/2018,19,30.2,23.2,66,0,10.3,3,360,1,N 
7/29/2018,19,29.4,23.6,71,0,9.8,4,360,2,N 
7/30/2018,19,29,23.6,72,0,7.8,3,90,2,N 
7/31/2018,18,29,23.4,77,0,9.4,3,360,1,E 
8/1/2018,19,29.4,23.1,73,0,6.5,2,350,1,N 
8/2/2018,17,30,21.8,68,0,5.5,3,180,2,N 
8/3/2018,17,28,22.4,72,0,9.6,3,360,2,N 
8/4/2018,17,28,21.6,72,0,9,3,360,2,N 
8/5/2018,16,29.2,22,74,0,9.5,3,90,2,E 
8/6/2018,17,28.8,22,71,0,9,2,360,1,N 
8/7/2018,17,29.2,23.4,65,0,9,2,90,1,E 
8/8/2018,18,28.4,22.8,77,0,7.3,2,270,1,N 
8/9/2018,19,30.4,24.1,74,0,6.4,2,340,1,N 
8/10/2018,20,31,24.4,71,0,7.5,2,360,1,N 
8/11/2018,19,30,24.5,74,0,8.5,2,360,1,N 
8/12/2018,19,28.2,23.5,72,0,8.8,3,360,2,N 
8/13/2018,20,30.4,24.7,74,0,6.4,2,30,1,NE
8/14/2018,19,30,23,74,0,8.5,2,10,1,N 
8/15/2018,19,29.4,23.7,69,0,6.5,2,360,1,N 
8/16/2018,18,29.4,23,68,0,9.3,3,360,2,N 
8/17/2018,18,30,22.4,65,0,9.8,3,360,1,N 
8/18/2018,17,29.2,22.8,66,0,10,2,290,1,S 
8/19/2018,18,29.8,24.1,67,0,9.5,2,360,1,N 
8/20/2018,19,29.5,23.7,69,0,9.3,3,360,2,E 
8/21/2018,20,30.2,24.1,75,0,9.7,2,90,1,S 
8/22/2018,16,30,23.3,77,0,7.8,3,90,1,E 
8/23/2018,19,29.8,24.2,69,0,7,2,360,1,N 
8/24/2018,19,30,23.9,69,0,8.8,2,360,1,N 
8/25/2018,18,30,23.4,64,0,9.7,2,360,1,S 
8/26/2018,19,30,23.9,72,0,9.7,2,90,1,N 
8/27/2018,19,29.4,23.8,75,0,9.4,3,360,1,E 
8/28/2018,19,30,24.6,74,0,6,3,360,1,N 
8/29/2018,20,31,23.8,74,0,7.2,1,40,1,N 
8/30/2018,19,29.4,24.1,74,0,6,2,40,1,N 
8/31/2018,20,29,24.4,81,0,6.5,2,360,2,N 
9/1/2018,20,29,24,79,0,4.5,3,360,2,N 
9/2/2018,20,29.2,24,75,0,4,2,60,1,E 
9/3/2018,19,30.4,23.3,72,0,4.5,2,20,1,N 
9/4/2018,18,30.2,24.8,67,0,10,2,360,1,N 
9/5/2018,20,30,25,71,0,8.3,19,90,3,E 
9/6/2018,20,30.4,24.4,74,0,7,2,270,1,N 
9/7/2018,20,30.6,24,66,0,9,3,40,2,E 
9/8/2018,20,31.4,26.2,67,0,8.6,2,360,1,N 
9/9/2018,21,31.4,26.3,63,0,8.4,3,360,2,N 
9/10/2018,21,30.6,26.8,53,0,9.5,3,120,2,E 
9/11/2018,19,31,25.1,65,0,9.5,4,20,2,N 
9/12/2018,19,30.8,26,64,0,8.3,3,360,2,N 
9/13/2018,20,30.6,25.2,68,0,8.5,3,360,2,N 
9/14/2018,19,29.4,22.8,62,0,8.6,2,100,1,N 
9/15/2018,18,30,23.4,63,0,6.5,2,50,1,E 
9/16/2018,19,29.6,24.5,66,0,8.6,5,90,3,E 
9/17/2018,20,30.6,25.2,65,0,7.6,3,360,2,N 
9/18/2018,20,31.8,26.8,64,0,6.5,3,90,2,E 
9/19/2018,20,30,24.7,76,0,7.8,4,360,1,N 
9/20/2018,21,30.8,25.6,76,0.4,2,1,360,1,N 
9/21/2018,21,32.2,24.9,59,0,3.1,3,360,1,N 
9/22/2018,20,30.6,25.3,73,0,7.2,3,90,2,E 
9/23/2018,19,30.6,24.8,69,0,8,4,90,2,E 
9/24/2018,19,32,26.3,58,0,9,2,90,1,E 
9/25/2018,22,32,26.2,64,0,9,3,360,2,N 
9/26/2018,20,31.8,25.7,61,0,9,2,360,1,N 
9/27/2018,19,33,24.9,57,0,9,4,20,2,N 
9/28/2018,20,31.4,27,52,0,9.2,3,120,2,E 
9/29/2018,20,32.2,25.5,62,0,9,4,360,2,E 
9/30/2018,20,33,25.8,66,0,9.4,3,90,2,E 
10/1/2018,20,31.2,25.9,69,0,9,2,360,1,N 
10/2/2018,20,33,26.8,69,0,7.5,2,360,1,N 
10/3/2018,21,31,25.4,73,0,9,3,360,1,N 
10/4/2018,19,31.2,25.3,70,0,6.8,2,360,1,N 
10/5/2018,20,31,24.6,63,0,9.1,3,90,2,E 
10/6/2018,20,31.4,25.8,65,0,9,2,90,1,E 
10/7/2018,22,32.4,26.2,64,0,9,5,90,3,E 
10/8/2018,17,31.4,26.8,60,0,9.5,5,360,2,N 
10/9/2018,22,32,26.9,59,0,9,5,360,2,N 
10/10/2018,20,32.2,26.5,64,0,6.5,3,90,1,E 
10/11/2018,18,32,25.4,72,0,9,3,90,2,E 
10/12/2018,20,33.2,26.4,69,0,9.2,3,360,2,N 
10/13/2018,21,32,25.6,72,0,8.8,2,90,1,E 
10/14/2018,21,32.2,26.3,66,0,8,2,360,1,E 
10/15/2018,21,32.4,26.4,66,0,8.8,3,120,1,N 
10/16/2018,21,32.4,26.7,64,0,9.2,2,360,1,N 
10/17/2018,19,31.4,26,67,0,8.8,2,180,1,E 
10/18/2018,21,31.2,26.4,74,0,8.5,3,360,2,N 
10/19/2018,22,31.4,26.1,73,0,8.8,3,360,2,N 
10/20/2018,20,31,26.5,70,0,9,2,360,2,N 
10/21/2018,21,31,25.6,70,0,6.2,2,10,1,E 
10/22/2018,20,32.4,26.9,64,0,5.8,3,160,1,N 
10/23/2018,21,32.4,26.8,64,0,9.5,3,360,2,N 
10/24/2018,22,32,27.3,68,0,9.5,2,360,1,N 
10/25/2018,22,32,26.6,69,0,8,3,360,1,E 
10/26/2018,20,32.6,26.8,60,0,9,1,180,1,E 
10/27/2018,21,32.5,26.8,65,0,9.5,3,360,2,N 
10/28/2018,21,32,25.2,71,0,9.5,3,90,1,N 
10/29/2018,22,31,25.3,76,0,8,2,360,1,E 
10/30/2018,22,32.6,27.2,62,0,4,2,360,1,E 
10/31/2018,22,31.4,27.1,60,0,9.4,2,360,1,N 
11/1/2018,21,31.6,26.5,65,0,7,2,90,1,E 
11/2/2018,21,32,26,68,0,8,2,360,1,NE
11/3/2018,22,33.4,28.7,64,0,6.5,3,360,2,N 
11/4/2018,22,33,27.6,68,0,7.5,3,360,2,N 
11/5/2018,22,32.6,27.3,68,0,9.4,2,180,1,N 
11/6/2018,21,30,25.1,82,0,9,2,360,1,SW
11/7/2018,22,30,25.8,82,6,3,5,360,2,N 
11/8/2018,22,28.2,24.2,90,1,3.5,2,360,2,N 
11/9/2018,22,29.6,24.8,83,2,2,1,90,1,S 
11/10/2018,21,31,25.1,78,0,4,2,120,1,E 
11/11/2018,21,31.8,27.5,71,0,6,3,90,2,E 
11/12/2018,21,30.2,26.5,72,0,9,3,360,2,N 
11/13/2018,22,31.4,26.1,78,0,6,2,90,1,E 
11/14/2018,22,30,25,86,0,4.5,2,300,1,E 
11/15/2018,22,29.6,25.7,76,0,5.2,2,360,1,N 
11/16/2018,22,32.5,27.5,70,0,2.5,2,360,1,N 
11/17/2018,22,32.2,28.2,66,0,6.8,2,360,1,E 
11/18/2018,24,33,25.7,81,0,8.2,15,100,2,E 
11/19/2018,21,30.8,27.1,71,12.5,7.5,3,360,2,N 
11/20/2018,22,30.5,26.1,73,0,7.5,2,360,1,N 
11/21/2018,21,30,26.7,69,0,5,2,40,1,NE
11/22/2018,22,31,26.3,70,0,8,3,90,1,E 
11/23/2018,21,30,26.3,65,0,7.5,3,360,1,N 
11/24/2018,21,30.6,25.9,72,0,8,3,360,2,E 
11/25/2018,22,29,24.5,82,0,6,3,330,1,N 
11/26/2018,21,26,23.4,90,8.5,4.5,2,360,1,N 
11/27/2018,21,30,25.2,77,0.1,0.5,2,180,1,E 
11/28/2018,21,28.4,24.2,86,45.9,6.5,2,10,1,N 
11/29/2018,22,29,23.7,89,0,2.3,1,90,1,E 
11/30/2018,21,27,23,92,97,1.5,2,360,1,N 
12/1/2018,22,28,24.7,86,10.5,1.5,1,90,1,E 
12/2/2018,21,29,24.9,83,0,4.7,2,360,1,E 
12/3/2018,21,26,22.9,94,75.5,5,1,90,1,N 
12/4/2018,21,30,24.9,83,42,0.5,2,10,1,N 
12/5/2018,22,30,24.9,83,0,7.5,4,360,2,N 
12/6/2018,22,29,25.3,83,27,5.2,2,360,1,N 
12/7/2018,23,30.4,25.7,81,1,6.4,1,90,1,N 
12/8/2018,21,29.5,24.6,89,54.5,6,1,360,1,N 
12/9/2018,22,30,25.6,81,0,7.5,1,360,1,N 
12/10/2018,22,28.5,24.7,85,0,5,2,360,1,N 
12/11/2018,22,28.6,26,77,11,4,2,90,1,N 
12/12/2018,22,29.5,25,81,4,5,1,90,1,E 
12/13/2018,22,27,24.7,89,0.3,7.3,1,360,1,N 
12/14/2018,22,27,23.6,93,5,0,2,120,1,N 
12/15/2018,21,28.6,24.4,86,18,1.5,1,180,1,S 
12/16/2018,21,29,23.9,88,30,4.5,2,50,1,N 
12/17/2018,21,28.6,25,80,0,1,1,360,1,N 
12/18/2018,22,28.6,24.9,77,1.5,5.5,14,90,2,E 
12/19/2018,21,29.2,25.1,81,0,5,1,180,1,E 
12/20/2018,23,29,24,87,0,5.5,3,360,1,E 
12/21/2018,21,27.4,23.9,87,28,5,1,360,1,N 
12/22/2018,21,27.2,23.3,93,25.3,2,2,360,1,N 
12/23/2018,21,27.6,22.5,93,19.5,2,1,40,1,NW
12/24/2018,21,27.5,23.7,92,58,3,1,300,1,N 
12/25/2018,21,26,22.1,94,0.4,0,2,360,1,N 
12/26/2018,20,26,22.8,92,46.4,0,1,150,1,N 
12/27/2018,20,28.6,24.5,84,8.8,0.5,1,90,1,N 
12/28/2018,20,30,24.3,75,0,6,1,210,1,E 
12/29/2018,21,30,26.5,67,0,8,2,90,1,E 
12/30/2018,24,25.4,24,78,0,8,3,180,2,S 
12/31/2018,21,28.2,23.9,84,4.5,0,2,270,1,N 
1/1/2019,21.6,29,24.5,82,0,9,3,300,1,E 
1/2/2019,22.2,28.4,25,78,4,5.5,2,270,1,S 
1/3/2019,22,26,23.5,81,0.2,2,3,270,1,N 
1/4/2019,20.4,30,23.6,78,0.8,0.5,1,210,1,N 
1/5/2019,20.4,27.8,24.3,84,33.3,3,2,300,1,N 
1/6/2019,20.8,29.8,25,82,0,8.3,2,360,1,N 
1/7/2019,22.2,27.8,24.3,91,0,7.5,2,360,1,N 
1/8/2019,21.2,29.5,24.3,82,0.2,1.8,2,360,1,N 
1/9/2019,21.2,29.8,26,78,0,6.2,3,180,1,N 
1/10/2019,20.2,29.6,25.7,81,36,7,2,360,1,N 
1/11/2019,22,28,24,90,1,4.7,2,90,1,N 
1/12/2019,21.4,27.6,24.2,85,7.5,3.5,2,40,1,S 
1/13/2019,21,29,24,86,25,3.5,2,360,1,E 
1/14/2019,21.2,28.6,24.9,82,17,6.4,2,360,1,N 
1/15/2019,22.6,27.5,24.2,87,1,7,11,360,2,E 
1/16/2019,21.8,28.5,23.4,93,4.6,3,3,360,1,E 
1/17/2019,21,27.6,23.9,90,3,2,1,270,1,W 
1/18/2019,20.4,28.2,24.3,88,24,2.3,1,360,1,N 
1/19/2019,21.8,27.8,24.3,92,9,6,1,360,1,N 
1/20/2019,21.6,29.4,24,91,1,2.5,3,360,1,N 
1/21/2019,21.2,27,23.7,89,12,5.5,1,270,1,N 
1/22/2019,22.2,26,23.3,88,1,1.5,2,360,2,N 
1/23/2019,20.6,26,22.9,86,11,0,8,270,4,W 
1/24/2019,19.7,28.2,23.2,87,5,0.2,2,350,1,N 
1/25/2019,20.6,27,24.2,81,37,5,3,270,1,W 
1/26/2019,21.6,27.6,23.5,86,10.6,0.3,2,360,1,N 
1/27/2019,20.6,25,21.9,96,26,6.3,3,270,2,W 
1/28/2019,20,26,22.8,92,20,0.2,5,270,3,NW
1/29/2019,20.8,27.2,23.7,88,1,3.7,2,270,1,W 
1/30/2019,21.4,28.6,24,85,0,2,3,10,2,NW
1/31/2019,20.8,27.8,22.8,93,16,7.7,3,360,1,W 
2/1/2019,21,29,23.3,88,3,1.5,3,360,1,N 
2/2/2019,21,27.4,23.7,92,12,3.5,3,360,1,N 
2/3/2019,20,27.6,23.7,87,21,4.3,2,360,1,N 
2/4/2019,19.8,28.2,23.2,89,39,4.5,2,360,1,N 
2/5/2019,20.4,29.4,24.2,87,2.3,2.5,8,270,2,NW
2/6/2019,19.8,29.2,23.6,87,0,5.5,2,360,1,N 
2/7/2019,20.4,27.8,23.6,83,3,5.5,2,90,1,S 
2/8/2019,21,27.2,23.4,91,57.5,5.5,2,90,1,S 
2/9/2019,20.2,28,23.8,87,58.5,4,2,360,1,N 
2/10/2019,21.2,27.6,23.4,91,4.5,4.8,2,360,1,N 
2/11/2019,20.6,27.4,23.7,89,51.5,4.7,1,360,1,N 
2/12/2019,19,26.4,22.8,87,5,3.7,1,10,1,E 
2/13/2019,20,29,24,78,0,2,3,360,2,N 
2/14/2019,20.2,27.2,23.9,90,1.2,7,2,60,1,E 
2/15/2019,21.6,25.4,23.2,93,3,2.5,2,180,1,S 
2/16/2019,20,29,23.3,89,26,0.7,2,360,1,N 
2/17/2019,21,29,23.8,85,8,6,8,180,2,N 
2/18/2019,20,28.5,23.6,85,4,6,2,90,1,N 
2/19/2019,20.6,28.8,23.2,85,8.7,4.5,3,360,1,N 
2/20/2019,20.8,28,23.3,90,69,2,2,360,1,N 
2/21/2019,20.8,28.4,23.7,85,49,4.5,2,90,1,E 
2/22/2019,21,28.4,23.4,86,0,5.3,2,10,1,C 
2/23/2019,19.4,27.2,23.9,85,22,5,1,180,1,N 
2/24/2019,21,28.2,24.1,85,29,3,2,360,1,S 
2/25/2019,21,30,24.2,80,4,7.5,3,60,2,E 
2/26/2019,19.6,29.6,24.4,84,1,8.5,2,360,1,N 
2/27/2019,20.8,29,24.7,84,0,8.3,2,160,1,NE
2/28/2019,21.4,30,25.5,80,0,4.7,1,90,1,C 
3/1/2019,21.6,30,24.1,85,0,6,2,100,1,E 
3/2/2019,21,28.4,23.9,85,29,4.2,1,180,1,S 
3/3/2019,20.4,27.2,23.2,93,60,4.5,2,360,1,N 
